Invoice ID,Gender,Product line,Quantity,Spend,Predicted_Gender,Date
595-94-9924,1,Health and beauty,5,145.5825,0,3/26/19
865-41-9075,0,Food and beverages,7,84.7455,0,1/28/19
545-07-8534,1,Health and beauty,2,122.472,0,2/14/19
118-62-1812,1,Home and lifestyle,4,329.196,0,3/24/19
450-42-3339,0,Health and beauty,10,888.405,0,2/9/19
851-98-3555,1,Health and beauty,5,435.12,0,3/24/19
186-71-5196,1,Food and beverages,2,167.034,0,3/27/19
624-01-8356,1,Home and lifestyle,10,514.605,0,1/27/19
313-66-9943,1,Food and beverages,3,91.8225,0,3/27/19
151-27-8496,1,Electronic accessories,4,235.746,0,1/19/19
453-33-6436,1,Home and lifestyle,8,782.208,0,2/7/19
522-57-8364,0,Fashion accessories,8,431.256,0,1/31/19
459-45-2396,1,Food and beverages,3,313.74,0,2/25/19
717-96-4189,1,Electronic accessories,6,223.587,0,2/2/19
722-13-2115,0,Sports and travel,1,44.9925,0,3/14/19
749-81-8133,1,Fashion accessories,4,397.614,0,3/11/19
777-67-2495,0,Home and lifestyle,3,217.2555,0,2/22/19
636-98-3364,1,Electronic accessories,3,82.719,0,3/2/19
246-55-6923,1,Home and lifestyle,9,338.2155,0,3/10/19
181-82-6255,1,Home and lifestyle,6,103.131,0,2/8/19
838-02-1821,1,Home and lifestyle,2,26.733,0,2/22/19
887-42-0517,1,Sports and travel,7,611.079,0,1/10/19
457-12-0244,1,Sports and travel,6,221.886,0,3/14/19
226-34-0034,1,Electronic accessories,4,57.876,0,1/10/19
321-49-7382,0,Sports and travel,1,92.7255,0,2/15/19
397-25-8725,1,Health and beauty,9,374.409,0,1/13/19
431-66-2305,1,Electronic accessories,9,833.9625,0,2/15/19
825-94-5922,0,Sports and travel,2,53.151,0,3/2/19
641-62-7288,0,Home and lifestyle,6,629.496,0,3/24/19
756-93-1854,1,Fashion accessories,2,175.035,0,2/2/19
243-55-8457,1,Food and beverages,10,781.62,0,2/27/19
458-10-8612,0,Health and beauty,7,470.988,0,1/20/19
501-61-1753,1,Home and lifestyle,6,397.845,0,1/3/19
235-06-8510,0,Home and lifestyle,3,270.018,0,1/24/19
433-08-7822,1,Health and beauty,7,579.8415,0,1/5/19
361-85-2571,1,Sports and travel,5,469.77,0,3/30/19
131-70-8179,1,Health and beauty,3,290.0835,0,2/17/19
500-02-2261,1,Food and beverages,6,360.927,0,3/21/19
720-72-2436,0,Food and beverages,4,279.384,0,3/2/19
702-83-5291,0,Fashion accessories,9,943.299,0,3/27/19
809-69-9497,1,Home and lifestyle,10,479.64,0,1/19/19
449-16-6770,0,Health and beauty,5,266.6475,0,2/19/19
333-23-2632,0,Health and beauty,7,74.088,0,3/28/19
489-82-1237,1,Electronic accessories,7,690.018,0,1/5/19
859-97-6048,0,Electronic accessories,2,176.925,0,3/26/19
676-10-2200,0,Fashion accessories,1,56.469,0,2/3/19
373-88-1424,0,Home and lifestyle,5,188.0025,0,2/6/19
365-16-4334,1,Food and beverages,8,222.012,0,2/24/19
503-21-4385,0,Health and beauty,3,125.7165,0,2/21/19
305-89-2768,1,Home and lifestyle,3,68.985,0,1/9/19
574-80-1489,1,Food and beverages,4,263.97,0,2/25/19
784-08-0310,1,Food and beverages,4,88.368,0,1/13/19
200-40-6154,0,Home and lifestyle,6,415.233,0,2/9/19
846-10-0341,1,Fashion accessories,7,312.8895,0,1/6/19
577-34-7579,0,Food and beverages,9,477.1305,0,1/10/19
430-02-3888,0,Electronic accessories,6,289.926,0,2/7/19
867-47-1948,1,Home and lifestyle,10,165.9,0,1/9/19
384-59-6655,1,Food and beverages,9,932.337,0,2/19/19
256-58-3609,0,Fashion accessories,1,96.579,0,3/18/19
324-92-3863,0,Electronic accessories,2,43.869,0,2/5/19
593-08-5916,1,Fashion accessories,1,16.275,0,3/19/19
364-34-2972,0,Electronic accessories,3,304.983,0,3/30/19
794-42-3736,0,Food and beverages,2,69.993,0,1/26/19
172-42-8274,1,Electronic accessories,2,80.367,0,3/2/19
558-60-5016,1,Home and lifestyle,9,314.685,0,3/4/19
195-06-0432,0,Home and lifestyle,3,255.1815,0,1/13/19
605-03-2706,1,Health and beauty,3,49.77,0,3/25/19
214-30-2776,1,Electronic accessories,5,181.0725,0,3/11/19
746-04-1077,1,Food and beverages,10,888.615,0,1/1/19
448-34-8700,0,Home and lifestyle,7,271.2885,0,2/10/19
452-04-8808,0,Electronic accessories,7,640.038,0,1/26/19
531-56-4728,0,Home and lifestyle,3,252.252,0,2/11/19
744-82-9138,0,Fashion accessories,2,180.873,0,2/7/19
883-69-1285,0,Fashion accessories,2,104.832,0,3/6/19
221-25-5073,1,Food and beverages,4,313.572,0,3/4/19
518-71-6847,0,Food and beverages,6,167.58,0,2/26/19
156-20-0370,1,Electronic accessories,1,26.7225,0,3/10/19
151-33-7434,1,Food and beverages,1,71.1585,0,2/4/19
728-47-9078,0,Food and beverages,4,250.278,0,1/19/19
809-46-1866,0,Health and beauty,4,244.23,0,1/23/19
139-32-4183,1,Sports and travel,9,921.186,0,3/14/19
148-41-7930,0,Health and beauty,7,734.706,0,1/23/19
189-40-5216,0,Electronic accessories,7,708.3195,0,1/9/19
374-38-5555,1,Fashion accessories,5,334.4775,0,2/7/19
764-44-8999,1,Health and beauty,2,30.996,0,2/18/19
552-44-5977,0,Health and beauty,8,520.8,0,1/3/19
267-62-7380,0,Electronic accessories,10,864.57,0,3/29/19
430-53-4718,0,Health and beauty,8,633.108,0,1/28/19
886-18-2897,1,Food and beverages,5,296.94,0,3/22/19
602-16-6955,1,Sports and travel,10,804.3,0,1/24/19
745-74-0715,0,Electronic accessories,2,121.863,0,3/10/19
690-01-6631,0,Fashion accessories,10,183.645,0,2/22/19
652-49-6720,1,Electronic accessories,1,63.9975,0,2/18/19
233-67-5758,0,Health and beauty,1,42.3675,0,1/29/19
303-96-2227,1,Home and lifestyle,10,1022.49,0,3/2/19
727-02-1313,0,Food and beverages,1,33.432,0,2/9/19
347-56-2442,0,Home and lifestyle,1,69.111,0,2/22/19
849-09-3807,1,Fashion accessories,7,649.299,0,2/18/19
